순번,연번,사고일자,소방접수시간,사고업체명,주소,시도,시군구,사고내용,사고원인,사고유형,제1사고물질,제2사고물질,제3사고물질,사망_직접,사망_기타,부상_직접,부상_기타,환경피해,재산피해
879,2024-020,2024-04-02,22:17:00,제일특운,"충북 단양군 매포읍 평동리 357, 매화공원 주차장 내",충북,단양군,"공원 주차장에 정차 중인 재생연료유(WDF, Waste oil Derived Fuel) 탱크로리에서 적재물 발열이 발생하고 측면, 하부에 파공이 생겨 물질이 누출",운송차량,누출,재생연료유,,,0,0,0,0,토양 유입,
880,2024-021,2024-04-09,6:17:00,롯데칠성음료㈜,경기 광주시 양벌로 257,경기,광주시,"제품 생산 종료 후 세정작업(CIP)을 위해 열수가 든 탱크 내에 수산화나트륨 투입, 투입 직후 수산화나트륨과 반응한 열수가 급격하게 분출하여 작업자가 화상을 입은 사고",안전기준 미준수,누출,수산화나트륨(98%),,,0,0,1,0,,
881,2024-022,2024-04-10,12:25:00,명지대학교 제2공학관 실험실,경기 용인시 처인구 명지로 116,경기,용인시 처인구,"제2공학관 6층 환경공학과 실험실에서 실험 수업 담당 조교 학생이 실험 준비로 사전 실험 진행, 수산화나트륨 20% 용액 제조를 위하여 수산화나트륨을 물에 넣고 용해하던 중 원인 미상의 압력이 발생하여 해당 용액이 얼굴 등에 튄 사고",안전기준 미준수,누출,수산화나트륨(시약),,,0,0,1,0,,
882,2024-023,2024-04-24,17:03:00,㈜진웅산업,경기 양주시 남면 검준길 126,경기,양주시,생산제품을 메탄올로 세척 후 건조 작업을 준비하던 중 메탄올 증기가 미상의 이유로 발화하여 화재 발생(추정),안전기준 미준수,화재,메탄올,,,0,0,1,0,,
883,2024-024,2024-05-05,18:38:00,현대제철㈜ 당진공장,충남 당진시 송악읍 북부산업로 1480,충남,당진시,3화성공장 타르 저장지역 열교환기(#B호기) 전단 배관에 미세한 균열(핀홀)이 발생하여 퀴놀린이 일부 누출,시설 결함,누출,퀴놀린(0.1~0.5%),,,0,0,0,0,,
884,2024-025,2024-05-06,,㈜영풍 석포제련소,경북 봉화군 석포면 승부길 16,경북,봉화군,전기동 공장(2층) 황산 이송 배관 플랜지 보수작업 후 원청사 근로자가 작업 적정성을 확인하는 과정 중 교체하지 않은 밸브플랜지 부분에서 황산 누출(약 10L 추정),시설 결함,누출,황산,,,0,0,1,0,,
885,2024-026,2024-05-07,8:37:00,제삼특장㈜,"경기 안성시 미양면 정동리 342-5, 인근",경기,안성시,"신너 탱크로리(약 20,000L 적재)의 바퀴가 도로에서 이탈하면서 차량 전복, 인근 하천(청룡천)으로 적재 물질 유입(약 5,000L)",운송차량,누출,신너,,,0,0,0,1,,
886,2024-027,2024-05-07,12:39:00,㈜비앤디하이텍,전북 군산시 산단동서로 96,전북,군산시,황산 옥외탱크의 배관 교체 작업 후 배관 시험 테스트 중 글래스관 파손으로 인한 황산 누출,시설 결함,누출,황산,,,0,0,0,0,,
887,2024-028,2024-05-16,10:58:00,동국생명과학㈜,경기 안성시 미양면 제2공단1길 92,경기,안성시,용매 취급 중 튐 사고로 부상자 발생,안전기준 미준수,누출,"N,N-다이메틸아세트아마이드",,,0,0,3,0,,
888,2024-029,2024-05-18,6:56:00,한일화학㈜,"경기 시흥시 정왕동 1392-2, 옥구5교 인근 하천(옥구천)",경기,시흥시,옥구5교 밑 하천(옥구천)에서 암모니아 냄새발생으로 주민이 119에 신고. 한일화학㈜ 우수로 배관에서 암모니아 함유 액상물질 누출로 인근 하수도 맨홀 및 옥구5교 하천(옥구천) 오염 사고 발생,시설 결함,누출,암모니아,,,0,0,0,0,수계 유입,
889,2024-030,2024-05-18,18:59:00,부산항 감만컨테이너터미널(화주: 솔브레인),"부산  남구 북항로 141, 부산항 감만컨테이너터미널 내",부산,남구,FMA-2P(200L IBC용기)가 포장(IBC용기 80개)된 컨테이너 수출 선적과정에서 컨테이너 내 약 200L가 누출 된 사고,안전기준 미준수,누출,"질산(49-59%), 아세트산(1-10%), 불산(0.1-0.99%)",,,0,0,0,0,,
890,2024-031,2024-05-20,10:25:00,수달코리아,경기 안성시 양성면 도곡길 34-3,경기,안성시,저장탱크의 레벨게이지 파손으로 DINP(실리콘 접착제 원료)가 누출,시설 결함,누출,다이소노닐프탈레이트,,,0,0,0,0,수계 유입,
891,2024-032,2024-05-20,12:15:00,㈜리가스 1공장,대전  대덕구 문평동로48번길 142,대전,대덕구,"제조동 용기처리장에서 불소(5%) 봄베(47 L, 고압용기) 2개를 재사용하기 위해 잔류가스 처리 중 금속 고압 플렉시블 연결라인이 손상되어 불소가 약 0.3kg 누출",안전기준 미준수,누출,불소(5%),,,0,0,0,0,,
892,2024-033,2024-05-22,10:55:00,㈜태화인더스트리,"경기 이천시 설성면 경충대로 873, 물류센터 신축공사장",경기,이천시,"물류센터 공사장(지상4층, 지하2층 건물, 유치권 행사 중) 지하1층 냉동창고 기계실에서 압축기 내 토출가스 온도감지기 연결부 부식으로 인해 암모니아 가스가 누출",시설 결함,누출,암모니아,,,0,0,0,0,,
893,2024-034,2024-05-24,,울산항 제4부두,울산 남구 부두로 114,울산,남구,울산항 4부두 롯데정밀화학㈜ 소유 수산화나트륨 맨홀(8번)에서 선적작업(담당 : ㈜신흥사) 종료 후 맨홀 내 게이트 밸브 잠금 미흡으로 약 100L의 수산화나트륨(우수포함)이 맨홀 내로 누출,안전기준 미준수,누출,수산화나트륨(50%),,,0,0,0,0,,
894,2024-035,2024-05-24,,㈜영테크,경기 화성시 삼성전자로 1,경기,화성시,유해화학물질 취급시설의 철거작업 중 잔류된 화학물질(0.245% 불산)이 투입된 작업자 중 1인의 방진화에 침투하여 발등에 화학 화상(심재성 2도)을 입은 사고,시설 결함,누출,불산(0.245%),,,0,0,1,0,,
895,2024-036,2024-05-28,13:45:00,에스피텍㈜,충북 청주시 흥덕구 옥산면 과학산업1로 38,충북,청주시 흥덕구,염산(35%) 옥내 저장탱크(5 ㎥) 펌프 교체 작업 중 메인밸브 파손으로 염산 약 4 ton이 방류벽 내에 누출,시설 결함,누출,염산(35%),,,0,0,0,0,,
896,2024-037,2024-05-28,,오송첨단의료산업진흥재단,충북 청주시 흥덕구 오송읍 오송생명로 123,충북,청주시 흥덕구,실험 후 남은 시약(질산)병을 폐기처리 하기 위해 이동 중 깨지면서 누출되어 부상자 1명 발생,안전기준 미준수,누출,질산(시약),,,0,0,1,0,,
897,2024-038,2024-05-29,13:51:00,에스티팜㈜,경기 시흥시 협력로 231,경기,시흥시,6공장 2층 포장건조실 원료의약품 제조공정의 건조기에 메틸알코올 약 50 L를 투입하여 세척 중 정전기에 의해 폭발 발생(추정),안전기준 미준수,폭발,메틸알코올,,,0,0,2,0,,
898,2024-039,2024-05-30,13:21:00,문현여자고등학교,부산  남구 고동골로 86-41,부산,남구,교내 택배 보관실(1층)에서 택배 배달*이 완료된 택배 상자 내 염산(35~37%) 시약병(1L)의 파손으로 염산이 보관실 바닥에 누출,안전기준 미준수,누출,염산(35~37%),,,0,0,0,0,,
899,2024-040,2024-05-30,,솔브레인㈜ 제2공장,충남 공주시 공단길 34-12,충남,공주시,1층 메탈 실험실에서 제품 순도 실험을 위해 질산(70%) 1L 용기를 취급하던 중 용기를 놓쳐 실험테이블 위로 용기가 낙하하여 질산 약 70ml 누출 및 작업자에 접촉된 사고,안전기준 미준수,누출,질산(70%),,,0,0,1,0,,
900,2024-041,2024-06-01,,홍덕산업㈜ 포항SC공장,경북 포항시 남구 대송면 철강산단로66번길 80,경북,포항시 남구,"BW도금 공정 하부 데크 지지대 보강 작업 중이던 외주업체 작업자가 보강대를 세우는 과정에서 보강대로 황산 배관(황산 서비스탱크 → 2차 탈지조) 엘보 부분을 부딪히며 배관이 파손되어 배관 내 잔존하던 황산(98%)이 누출, 작업 중이던 작업자(개인보호장구 미착용) 1명의 왼쪽 얼굴 및 팔을 부상당한 사고",안전기준 미준수,누출,황산(98%),,,0,0,1,0,,
901,2024-042,2024-06-03,,현대제철㈜ 당진공장,충남 당진시 송악읍 북부산업로 1480,충남,당진시,제1냉연공장 산세척 설비에 사용되는 염산탱크의 배관(PTFE 재질) 파손으로 염산(18%) 약 2톤이 누출,시설 결함,누출,염산(18%),,,0,0,0,0,,
902,2024-043,2024-06-05,,삼성전자㈜ 화성사업장,경기 화성시 삼성전자로 1,경기,화성시,질산(45∼55%) 용액공급 설비를 철거하기 위해 중성화 작업을 마친 후 배관을 절단하는 과정에서 작업 감독자*에게 미확인 화학물질(저농도 질산 추정)이 튄 사고,안전기준 미준수,누출,질산(저농도),,,0,0,1,0,,
903,2024-044,2024-06-07,6:01:00,㈜세아엠앤에스,전남 여수시 산단중앙로 188,전남,여수시,배소공정에서 발생하는 이산화황을 포함한 폐가스를 포집하여 방지(탈황)시설로 이송하는 도중 배관의 폐색으로 폐가스가 역류하여 대기중으로 누출,시설 결함,누출,이산화황,,,0,0,1,0,,
904,2024-045,2024-06-17,12:54:00,에스케이머티리얼즈그룹포틴㈜,경북 상주시 청리면 마공공단로 80-16,경북,상주시,"실란을 제조·사용시설에 투입 후 회수하는 공정에서 회수되지 않은 미량의 실란을 대기방지시설로 이송시키는 후단 배관 밸브가 모두 차단되어 과압 발생, 이로 인해 Blower 가동 중단 및 파열판 파열되면서 대기중으로 실란 일부가 누출",안전기준 미준수,누출,실란(100%),,,0,0,0,0,,
905,2024-046,2024-06-18,,부산신항국제터미널,부산  강서구 신항남로 330,부산,강서구,부산신항 국제터미널에서 환적화물 컨테이너를 선박으로 재선적한 후 누출이 확인되어 터미널 내 방재장비(리킹 샤시)로 방재조치 한 사고,안전기준 미준수,누출,비스(2-에틸헥실)프탈레이트(100%),,,0,0,0,0,,
906,2024-047,2024-06-18,,에스케이넥실리스,전북 정읍시 북면 3산단2길 2,전북,정읍시,작업자가 황산 운반 용기(약 1㎥)를 이동하는 작업 중 부주의로 하부 밸브가 개방되면서 사업장 내 도로에 황산이 약 8L 누출,안전기준 미준수,누출,황산(15%),,,0,0,0,0,,
907,2024-048,2024-06-19,2:33:00,코오롱생명과학㈜ 김천제2공장,경북 김천시 어모면 산업단지2로 77,경북,김천시,"원인 미상의 화재로 제품보관 창고동(3개, B, C, D동) 전소 및 생산동(2개, B, C동) 부분(벽면 등) 소실 발생 / 익일 생산B동에서 화재 재발",시설 결함,화재,아연피라치온,,,0,0,0,2,,
908,2024-049,2024-06-21,20:28:00,㈜후성,울산 남구 장생포로 336,울산,남구,이차전지 전해액 첨가제(OA-1300*) 제조공정 중 증류공정에서 규격 미달 제품을 재증류하기 위해 금속용기로부터 증류탑 리보일러로 테플론튜브를 체결하여 이송하던 중 리보일러의 급격한 온도 상승 및 압력 증가로 시설이 파손되면서 내부에 있던 첨가제가 누출,시설 결함,누출,"2-플루오로-4-메틸-1,3,2,-디옥사포스포란(100%)",,,0,0,0,0,,
909,2024-050,2024-06-21,,도레이첨단소재㈜ 구미1공장,경북 구미시 구미대로 102,경북,구미시,PET 중합동 5층 첨가제반 촉매제조 설비인 Mixing Vessel의 고체 원료 투입 받침대를 설치하기 위해 티그 용접하는 과정에서 용접 불티로 에틸렌 글리콜 증기가 화재·폭발하여 작업자 4명이 부상을 입은 사고,안전기준 미준수,기타,에틸렌글리콜,,,0,0,3,1,,
910,2024-051,2024-06-25,,한국바스프㈜,전남 여수시 여수산단2로 284,전남,여수시,사업장 내 DNT공정의 질산 출하 배관 철거 작업을 위해 맹판 체결과정(볼트 해체작업) 중 배관에 잔류되어 있던 질산이 누출되어 작업자 2명이 화상을 입은 사고,안전기준 미준수,누출,질산,,,0,0,2,0,,
911,2024-052,2024-06-25,10:34:00,㈜제이테크,울산 울주군 온산읍 화산1길 2,울산,울주군,"브롬화수소와 코발트, 망간을 각각 반응시키는 반응기에서 발생한 수소가스가 배출되지 않아 반응 중이던 반응기가 폭발",시설 결함,폭발,"브롬화수소(48%), 코발트, 망간",,,0,0,0,0,,
912,2024-053,2024-06-25,15:05:00,동원물류,경기 안성시 원곡면 청원로 1752-122,경기,안성시,냉동창고 냉매제 보수작업 중 작업자가 눈 등 안면부에 노출되어 부상자 발생,안전기준 미준수,누출,암모니아,,,0,0,1,0,,
913,2024-054,2024-06-26,,솔브레인㈜ 2공장,충남 공주시 공단길 34-12,충남,공주시,1층 메탈 실험실에서 제품 순도 실험을 위해 질산(70%) 1L 용기를 취급하던 중 질산 약 100ml가 흐르면서 작업자 손에 접촉된 사고,안전기준 미준수,누출,질산(70%),,,0,0,1,0,,
914,2024-055,2024-06-26,18:38:00,국립수산과학원,부산  기장군 기장읍 기장해안로 216,부산,기장군,"양식장 사육수 배출설비실(지하1층)에서 전기가 차단되어, 약품 자동 투입설비 오작동으로 M-201(정밀여과 분리막 unit)에 차아염소산나트륨(12%)과 황산(9.8%)이 과다 투입 및 혼합되어 중화반응으로 인한 염소가스가 발생(추정)",시설 결함,누출,"황산(9.8%), 차아염소산나트륨(12%)",,,0,0,0,0,,
915,2024-056,2024-07-01,13:06:00,개인화물,경북 안동시 임동면 갈전리 산 159-5 인근,경북,안동시,"적재물(60 % 질산 용기(20 L), 36개)을 운반 중이던 차량(88자9289, 포터)이 안동시 갈전2리 마을회관 인근 도로에서 이동 중 적재 불량으로 인해 용기 7개가 바닥에 떨어져 파손되어 도로상으로 질산이 유출(약 100 L 추정)된 사고",운송차량,누출,질산,,,0,0,1,0,,
916,2024-057,2024-07-02,12:10:00,㈜KBG 괴산공장,충북 괴산군 사리면 사리로방축골길 44-86,충북,괴산군,창고 내 질소배관 파손에 의한 질식으로 근로자(1명)가 쓰러지는 과정에서 폐액통 전도로 폐액 일부가 누출된 사고,안전기준 미준수,누출,폐액,,,0,0,1,0,,
917,2024-058,2024-07-10,6:22:00,아스트로,충북 청주시 청원구 오창읍 괴정2길 46,충북,청주시 청원구,"간이창고에 보관 중인 염화티오닐 드럼(200kg, 저장량 약 50L)에 빗물이 유입되어, 염화티오닐과 물이 반응하여 흄(염화수소, 이산화황 등)이 발생한 사고",시설 결함,누출,염화티오닐,,,0,0,0,0,,
918,2024-059,2024-07-10,8:43:00,아이에스티엠씨㈜,경북 구미시 1공단로 216,경북,구미시,폐배터리 야적장에서 화재 발생,자연재해,화재,산화코발트리튬망간니켈,,,0,0,0,0,,
919,2024-060,2024-07-10,16:20:00,㈜푸른환경,대전  동구 우암로 373-1,대전,동구,1층 실험실에서 수은 측정시약 제조 중 작업자의 부주의로 시약(황산+과망간산칼륨)이 터지면서 부상,안전기준 미준수,폭발,황산,,,0,0,1,0,,
920,2024-061,2024-07-12,,한국수력원자력㈜ 고리원자력본부,부산  기장군 장안읍 해맞이로 454,부산,기장군,"제2발전소 3호기 복수탈염설비 옥외 황산 저장탱크 이송배관 핀홀발생으로 황산(98%) 약 2.7L(추정)가 누출되었음을 일일 현장점검 중에 확인하여, 누출 차단조치를 완료한 사고",시설 결함,누출,황산,,,0,0,0,0,,
921,2024-062,2024-07-14,20:42:00,희성피엠텍㈜,충남 당진시 송악읍 부곡공단4길 28-76,충남,당진시,"보관시설에 보관된 질산 용기(5L)를 카트로 이동하던 중 용기가 파손, 누출(1L 이하 추정)되면서 작업자가 부상을 입은 사고",안전기준 미준수,누출,질산,,,0,0,1,0,,
922,2024-063,2024-07-18,,SK하이닉스㈜ 청주4공장,충북 청주시 흥덕구 에스케이로 120,충북,청주시 흥덕구,웨이퍼 접착제 제거장비의 배출구에서 접착제 제거액이 누출되어 닦아내는 작업 중 작업자 보호복의 내화학코팅이 벗겨진 부분으로 스며들면서 작업자에 접촉된 사고,안전기준 미준수,누출,"propanamide, N,N-dimethyl",,,0,0,1,0,,
